Stimmart,AGS,"Landkreis-nummer","Gemeinde-nummer",Gemeindename,Art des Wahl-vorschlags,Kurzname,"MerkmalLangname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich
Gemeindevertretung,12073008,73,008,"Angermünde, Stadt",WG,WG Ang. Mitte,Wählergruppe Angermünde Mitte,1033,5.5,1,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Wahlberechtigt,Wahlberechtigt,2735,100,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Wähler,Wähler,1574,57.6,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Wahlschein,Wahlschein,318,20.2,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Gueltig,Gueltig,4547,96.3,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Ungueltig,Ungueltig,32,2,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,12073069,73,069,Boitzenburger Land,P,CDU,Christlich Demokratische Union Deutschlands,1237,27.2,4,2
Gemeindevertretung,12073069,73,069,Boitzenburger Land,P,DIE LINKE,DIE LINKE,890,19.6,3,3
Gemeindevertretung,12073069,73,069,Boitzenburger Land,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,570,12.5,2,2
Gemeindevertretung,12073069,73,069,Boitzenburger Land,WG,FWBL,Freie Wählervereinigung Boitzenburger Land,1727,38,6,2
Gemeindevertretung,12073069,73,069,Boitzenburger Land,EB,EB Gärtner,Einzelbewerber Gärtner,123,2.7,1,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Wahlberechtigt,Wahlberechtigt,2762,100,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Wähler,Wähler,1753,63.5,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Wahlschein,Wahlschein,454,25.9,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Gueltig,Gueltig,5080,96.6,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Ungueltig,Ungueltig,44,2.5,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,583,11.5,2,0
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1079,21.2,3,1
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",WG,Schön hier - Gemeinsam für Lychen,Schön hier - Gemeinsam für Lychen,1354,26.7,4,1
Gemeindevertretung,12073384,73,384,"Lychen, Stadt",WG,LTG,Lychen tut gut,2064,40.6,7,2
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Wahlberechtigt,Wahlberechtigt,3705,100,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Wähler,Wähler,2235,60.3,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Wahlschein,Wahlschein,376,16.8,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Gueltig,Gueltig,6516,97.2,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Ungueltig,Ungueltig,43,1.9,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,P,SPD,Sozialdemokratische Partei Deutschlands,1043,16,3,2
Gemeindevertretung,12073429,73,429,Nordwestuckermark,P,CDU,Christlich Demokratische Union Deutschlands,906,13.9,2,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,512,7.9,1,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,WG,"WG ""Für das Leben auf dem Lande""","Wählergruppe ""Für das Leben auf dem Lande""",1829,28.1,5,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,WG,"WG ""Anhänger der Freiwilligen Feuerwehren Nordwestuckermark""","Wählergruppe ""Anhänger der Freiwilligen Feuerwehren Nordwestuckermark""",1214,18.6,3,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,WG,"WG ""Frischer Wind""","Wählergruppe ""Frischer Wind""",832,12.8,2,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,EB,EB Taudte,Einzelwahlvorschlag Taudte,73,1.1,0,0
Gemeindevertretung,12073429,73,429,Nordwestuckermark,EB,EB Tettschlag,Einzelwahlvorschlag Tettschlag,107,1.6,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Wahlberechtigt,Wahlberechtigt,16221,100,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Wähler,Wähler,7311,45.1,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Wahlschein,Wahlschein,1570,21.5,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Gueltig,Gueltig,21024,95.9,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Ungueltig,Ungueltig,161,2.2,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,4309,20.5,6,2
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,5718,27.2,8,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,DIE LINKE,DIE LINKE,3196,15.2,4,2
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,FDP,Freie Demokratische Partei,632,3,1,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,NPD,Nationaldemokratische Partei Deutschlands,390,1.9,0,0
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",P,AfD,Alternative für Deutschland,3212,15.3,4,1
Gemeindevertretung,12073452,73,452,"Prenzlau, Stadt",WG,Wir Prenzlauer,"Unabhängige Wählerinitiative ""Wir Prenzlauer""",3567,17,5,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Wahlberechtigt,Wahlberechtigt,26592,100,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Wähler,Wähler,12700,47.8,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Wahlschein,Wahlschein,2997,23.6,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Gueltig,Gueltig,36842,96.7,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Ungueltig,Ungueltig,259,2,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",,Sitze,Sitze,32,100,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,12478,33.9,11,3
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,4996,13.6,4,1
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,DIE LINKE,DIE LINKE,4492,12.2,4,2
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,FDP,Freie Demokratische Partei,2579,7,2,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1740,4.7,2,1
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,NPD,Nationaldemokratische Partei Deutschlands,366,1,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",LV,BVB / FREIE WÄHLER,Brandenburger Vereinigte Bürgerbewegungen / Freie Wähler,2050,5.6,2,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",P,AfD,Alternative für Deutschland,6008,16.3,5,1
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",WG,UBG,Unabhängige Bürgergemeinschaft,577,1.6,1,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",WG,BuLi,Bunte Liste,479,1.3,0,0
Gemeindevertretung,12073532,73,532,"Schwedt/Oder, Stadt",PV,FPA,Freiparlamentarische Allianz,1077,2.9,1,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Wahlberechtigt,Wahlberechtigt,13713,100,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Wähler,Wähler,7708,56.2,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Gueltig,Gueltig,22294,96.4,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Ungueltig,Ungueltig,169,2.2,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",,Sitze,Sitze,28,100,0,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,4074,18.3,5,2
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,3755,16.8,5,2
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,DIE LINKE,DIE LINKE,3498,15.7,4,1
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,FDP,Freie Demokratische Partei,712,3.2,1,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,2372,10.6,3,2
Gemeindevertretung,12073572,73,572,"Templin, Stadt",P,AfD,Alternative für Deutschland,3539,15.9,5,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",WG,WBv,Wählergemeinschaft den Bürgern verpflichtet,1402,6.3,2,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",WG,Uckermärker Heide,Uckermärker Heide,2693,12.1,3,0
Gemeindevertretung,12073572,73,572,"Templin, Stadt",EB,EB Wolk,Einzelwahlvorschlag Wolk,249,1.1,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Wahlberechtigt,Wahlberechtigt,2259,100,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Wähler,Wähler,1459,64.6,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Wahlschein,Wahlschein,203,13.9,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Gueltig,Gueltig,4222,96.5,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Ungueltig,Ungueltig,28,1.9,0,0
Gemeindevertretung,12073579,73,579,Uckerland,,Sitze,Sitze,16,100,0,0
Gemeindevertretung,12073579,73,579,Uckerland,P,SPD,Sozialdemokratische Partei Deutschlands,612,14.5,2,1
Gemeindevertretung,12073579,73,579,Uckerland,P,CDU,Christlich Demokratische Union Deutschlands,1400,33.2,5,1
Gemeindevertretung,12073579,73,579,Uckerland,P,DIE LINKE,DIE LINKE,331,7.8,1,1
Gemeindevertretung,12073579,73,579,Uckerland,WG,Uckerländer,Wählergruppe Uckerländer,1434,34,6,1
Gemeindevertretung,12073579,73,579,Uckerland,EB,EB Woldegk,Einzelwahlvorschlag Woldegk,119,2.8,1,1
Gemeindevertretung,12073579,73,579,Uckerland,EB,EB Fichtner,Einzelwahlvorschlag Fichtner,220,5.2,1,1
Gemeindevertretung,12073579,73,579,Uckerland,EB,EB Höppner,Einzelwahlvorschlag Höppner,106,2.5,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Wahlberechtigt,Wahlberechtigt,1610,100,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Wähler,Wähler,899,55.8,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Wahlschein,Wahlschein,155,17.2,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Gueltig,Gueltig,2615,97,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Ungueltig,Ungueltig,19,2.1,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,852,32.6,4,2
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,816,31.2,4,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",WG,BLR,Bauern-Ländlicher Raum,378,14.5,2,0
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",WG,Aktives Brüssow Stadt und Land,Aktives Brüssow Stadt und Land,349,13.3,1,1
Gemeindevertretung,1207308503,73,085,"Brüssow, Stadt",EB,EB Glowe,Einzelwahlvorschlag Glowe,220,8.4,1,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Wahlberechtigt,Wahlberechtigt,515,100,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Wähler,Wähler,361,70.1,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Wahlschein,Wahlschein,56,15.5,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Gueltig,Gueltig,1056,97.5,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Ungueltig,Ungueltig,6,1.7,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,WG,Zukunft für Wallmow,Zukunft für Wallmow,502,47.5,4,1
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,EB,EB Zitzewitz,Einzelwahlvorschlag Zitzewitz,178,16.9,1,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,EB,EB Hempel,Einzelwahlvorschlag Hempel,119,11.3,1,0
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,EB,EB Günther,Einzelwahlvorschlag Günther,72,6.8,1,1
Gemeindevertretung,1207309303,73,093,Carmzow-Wallmow,EB,EB Muranko,Einzelwahlvorschlag Muranko,185,17.5,1,0
Gemeindevertretung,1207321603,73,216,Göritz,,Wahlberechtigt,Wahlberechtigt,699,100,0,0
Gemeindevertretung,1207321603,73,216,Göritz,,Wähler,Wähler,406,58.1,0,0
Gemeindevertretung,1207321603,73,216,Göritz,,Wahlschein,Wahlschein,57,14,0,0
Gemeindevertretung,1207321603,73,216,Göritz,,Gueltig,Gueltig,1189,97.6,0,0
Gemeindevertretung,1207321603,73,216,Göritz,,Ungueltig,Ungueltig,6,1.5,0,0
Gemeindevertretung,1207321603,73,216,Göritz,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1207321603,73,216,Göritz,P,DIE LINKE,DIE LINKE,109,9.2,1,0
Gemeindevertretung,1207321603,73,216,Göritz,WG,WG Feuerwehr Göritz,Wählergruppe Feuerwehr Göritz,72,6.1,1,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Pohl,Einzelwahlvorschlag Pohl,219,18.4,2,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Grundmann,Einzelwahlvorschlag Grundmann,183,15.4,1,1
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Herholz,Einzelwahlvorschlag Herholz,110,9.3,1,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Hübner,Einzelwahlvorschlag Hübner,23,1.9,0,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Koch,Einzelwahlvorschlag Koch,95,8,1,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Lehmann,Einzelwahlvorschlag Lehmann,48,4,0,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Ninnemann,Einzelwahlvorschlag Ninnemann,133,11.2,1,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Riechert,Einzelwahlvorschlag Riechert,86,7.2,1,0
Gemeindevertretung,1207321603,73,216,Göritz,EB,EB Sonnenberg,Einzelwahlvorschlag Sonnenberg,111,9.3,1,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Wahlberechtigt,Wahlberechtigt,523,100,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Wähler,Wähler,359,68.6,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Wahlschein,Wahlschein,35,9.7,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Gueltig,Gueltig,1051,97.6,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Ungueltig,Ungueltig,3,0.8,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,WG,Gemeinsame Liste Schenkenberg,Gemeinsame Liste Schenkenberg,253,24.1,2,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,EB,EB Runge,Einzelwahlvorschlag Runge,151,14.4,1,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,EB,EB Golz,Einzelwahlvorschlag Golz,110,10.5,1,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,EB,EB Hübner,Einzelwahlvorschlag Hübner,67,6.4,1,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,EB,EB Krause,Einzelwahlvorschlag Krause,60,5.7,0,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,EB,EB Müller,Einzelwahlvorschlag Müller,119,11.3,1,0
Gemeindevertretung,1207349003,73,490,Schenkenberg,WG,Wir für unsere Gemeinde,Wir für unsere Gemeinde,291,27.7,2,2
Gemeindevertretung,1207352003,73,520,Schönfeld,,Wahlberechtigt,Wahlberechtigt,479,100,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,,Wähler,Wähler,273,57,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,,Wahlschein,Wahlschein,35,12.8,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,,Gueltig,Gueltig,796,97.2,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,,Ungueltig,Ungueltig,7,2.6,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207352003,73,520,Schönfeld,WG,WG Klockow-Schönfeld,Wählergemeinschaft Klockow - Schönfeld,737,92.6,7,3
Gemeindevertretung,1207352003,73,520,Schönfeld,EB,EB Barth,Einzelwahlvorschlag Barth,59,7.4,1,0
Gemeindevertretung,1207309704,73,097,Casekow,,Wahlberechtigt,Wahlberechtigt,1634,100,0,0
Gemeindevertretung,1207309704,73,097,Casekow,,Wähler,Wähler,930,56.9,0,0
Gemeindevertretung,1207309704,73,097,Casekow,,Wahlschein,Wahlschein,192,20.6,0,0
Gemeindevertretung,1207309704,73,097,Casekow,,Gueltig,Gueltig,2676,95.9,0,0
Gemeindevertretung,1207309704,73,097,Casekow,,Ungueltig,Ungueltig,31,3.3,0,0
Gemeindevertretung,1207309704,73,097,Casekow,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1207309704,73,097,Casekow,P,CDU,Christlich Demokratische Union Deutschlands,271,10.1,1,0
Gemeindevertretung,1207309704,73,097,Casekow,WG,ABZ,Aktionsbündnis Zukunft,1529,57.1,7,0
Gemeindevertretung,1207309704,73,097,Casekow,WG,Für unsere Dörfer,Für unsere Dörfer,876,32.7,4,2
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Wahlberechtigt,Wahlberechtigt,2143,100,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Wähler,Wähler,1122,52.4,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Wahlschein,Wahlschein,235,20.9,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Gueltig,Gueltig,3240,96.3,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Ungueltig,Ungueltig,33,2.9,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",,Sitze,Sitze,16,100,0,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,514,15.9,2,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",P,CDU,Christlich Demokratische Union Deutschlands,428,13.2,2,1
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",P,DIE LINKE,DIE LINKE,299,9.2,1,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",WG,Freie Bürger,Freie Bürger,799,24.7,4,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",WG,Gewerbebund Gartz (Oder),Gewerbebund Gartz (Oder),356,11,2,1
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",WG,Alle für Gartz-Liste Hohenreinkendorf,Alle für Gartz-Liste Hohenreinkendorf,327,10.1,2,0
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",WG,Wählergemeinschaft Geesow,Wählergemeinschaft Geesow,190,5.9,1,1
Gemeindevertretung,1207318904,73,189,"Gartz (Oder), Stadt",PV,FPA,Freiparlamentarische Allianz,327,10.1,2,1
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Wahlberechtigt,Wahlberechtigt,642,100,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Wähler,Wähler,376,58.6,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Wahlschein,Wahlschein,75,19.9,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Gueltig,Gueltig,1082,95.9,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Ungueltig,Ungueltig,5,1.3,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,WG,Gemeinsame WG Hohenselchow-Groß Pinnow,Gemeinsame Wählergemeinschaft Hohenselchow-Groß Pinnow,595,55,6,1
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,EB,EB Helwig,Einzelwahlvorschlag Helwig,50,4.6,0,0
Gemeindevertretung,1207330904,73,309,Hohenselchow-Groß Pinnow,WG,BPHG,Wählergruppe Bürgerperspektive Hohenselchow-Groß Pinnow,437,40.4,4,2
Gemeindevertretung,1207339304,73,393,Mescherin,,Wahlberechtigt,Wahlberechtigt,701,100,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,,Wähler,Wähler,447,63.8,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,,Wahlschein,Wahlschein,122,27.3,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,,Gueltig,Gueltig,1297,96.7,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,,Ungueltig,Ungueltig,12,2.7,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1207339304,73,393,Mescherin,WG,Dorfverein am Oderstrom e.V. ,Dorfverein am Oderstrom e.V. ,750,57.8,6,2
Gemeindevertretung,1207339304,73,393,Mescherin,WG,GM,Gemeinsames Mescherin ,480,37,4,0
Gemeindevertretung,1207339304,73,393,Mescherin,EB,EB Schröder,Einzelwahlvorschlag Schröder,67,5.2,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Wahlberechtigt,Wahlberechtigt,690,100,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Wähler,Wähler,359,52,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Wahlschein,Wahlschein,89,24.8,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Gueltig,Gueltig,1033,95.9,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Ungueltig,Ungueltig,13,3.6,0,0
Gemeindevertretung,1207356504,73,565,Tantow,,Sitze,Sitze,10,100,0,0
Gemeindevertretung,1207356504,73,565,Tantow,P,CDU,Christlich Demokratische Union Deutschlands,151,14.6,1,0
Gemeindevertretung,1207356504,73,565,Tantow,WG,Alle für Tantow,Alle für Tantow,111,10.7,1,0
Gemeindevertretung,1207356504,73,565,Tantow,WG,Freiwillige Feuerwehr Schönfeld,Freiwillige Feuerwehr Schönfeld,177,17.1,2,0
Gemeindevertretung,1207356504,73,565,Tantow,P,PIRATEN,Piratenpartei Deutschland,27,2.6,0,0
Gemeindevertretung,1207356504,73,565,Tantow,WG,Tantower WG,Tantower Wählergruppe,471,45.6,5,2
Gemeindevertretung,1207356504,73,565,Tantow,WG,WG Tantow OT Schönfeld,Wählergemeinschaft Tantow OT Schönfeld,96,9.3,1,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Wahlberechtigt,Wahlberechtigt,460,100,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Wähler,Wähler,327,71.1,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Gueltig,Gueltig,939,95.7,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Ungueltig,Ungueltig,10,3.1,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,,Sitze,Sitze,8,100,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,WG,WG Flieth-Stegelitz,Wählergemeinschaft Flieth-Stegelitz,459,48.9,4,1
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Huth,Einzelwahlvorschlag Huth,67,7.1,1,1
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Vollrath,Einzelwahlvorschlag Vollrath,92,9.8,1,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Böge,Einzelwahlvorschlag Böge,74,7.9,1,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Krüger,Einzelwahlvorschlag Krüger,71,7.6,1,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Piesker,Einzelwahlvorschlag Piesker,30,3.2,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Selent,Einzelwahlvorschlag Selent,34,3.6,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Spann,Einzelwahlvorschlag Spann,53,5.6,0,0
Gemeindevertretung,1207315705,73,157,Flieth-Stegelitz,EB,EB Weber,Einzelwahlvorschlag Weber,59,6.3,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Wahlberechtigt,Wahlberechtigt,1341,100,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Wähler,Wähler,781,58.2,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Wahlschein,Wahlschein,0,0,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Gueltig,Gueltig,2189,93.4,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Ungueltig,Ungueltig,42,5.4,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,,Sitze,Sitze,12,100,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,P,CDU,Christlich Demokratische Union Deutschlands,576,26.3,3,1
Gemeindevertretung,1207320105,73,201,Gerswalde,P,DIE LINKE,DIE LINKE,293,13.4,2,1
Gemeindevertretung,1207320105,73,201,Gerswalde,WG,BLR,Bauern-Ländlicher Raum,54,2.5,0,0
Gemeindevertretung,1207320105,73,201,Gerswalde,P,FDP,Freie Demokratische Partei,100,4.6,1,0
Gemeindevertretung,1207320105,73,201,Gerswalde,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,95,4.3,0,0
