Stimmart,ARS,"Landkreisnummer","Gemeindenummer",Gemeindename,Art des Wahl-vorschlags,"Kurzname","Langname",Anzahl,in Prozent,Sitze,darunter Sitze weiblich,nachrichtlich: Sitze Anspruch,Hinweis
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",P,DIE LINKE,DIE LINKE,754,9.5,2,0,2,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",WG,WLL,Wählergruppe LandLEBEN,826,10.4,2,2,2,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",LV,Die PARTEI - Die PDS,"Listenvereinigung von Die Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative (Die PARTEI) und die partei der sorben (PDS)",155,2,0,0,0,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",WG,WGDU,Wählergemeinschaft Dahmer Umland,1313,16.5,3,0,3,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",EB,EB Hilscher,Einzelwahlvorschlag Hilscher,109,1.4,0,0,0,
Gemeindevertretung,120725204053,72,053,"Dahme/Mark, Stadt",EB,EB Oppitz,Einzelwahlvorschlag Oppitz,254,3.2,0,0,0,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,4,x,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,4,100,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Wahlberechtigt,Wahlberechtigt,398,100,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Wähler,Wähler,314,78.9,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Wahlschein,Wahlschein,50,15.9,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Ungültig,Ungültig,9,2.9,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Gültig,Gültig,885,93.9,,,,
Gemeindevertretung,120725204055,72,055,Dahmetal,,Sitze,Sitze,8,x,8,3,8,
Gemeindevertretung,120725204055,72,055,Dahmetal,P,CDU,Christlich Demokratische Union Deutschlands,240,27.1,2,0,2,
Gemeindevertretung,120725204055,72,055,Dahmetal,WG,FWD,Freie Wählergruppe Dahmetal,645,72.9,6,3,6,
Gemeindevertretung,120725204157,72,157,Ihlow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,7,x,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,7,100,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Wahlberechtigt,Wahlberechtigt,555,100,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Wähler,Wähler,448,80.7,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Wahlschein,Wahlschein,50,11.2,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Ungültig,Ungültig,9,2,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Gültig,Gültig,1294,96.3,,,,
Gemeindevertretung,120725204157,72,157,Ihlow,,Sitze,Sitze,8,x,8,1,8,
Gemeindevertretung,120725204157,72,157,Ihlow,P,CDU,Christlich Demokratische Union Deutschlands,118,9.1,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,P,FDP,Freie Demokratische Partei,17,1.3,0,0,0,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Knuppe,Einzelwahlvorschlag Knuppe,148,11.4,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Schulze,Einzelwahlvorschlag Schulze,164,12.7,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Elsner,Einzelwahlvorschlag Elsner,217,16.8,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Schirrmeister,Einzelwahlvorschlag Schirrmeister,131,10.1,1,1,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Hertel,Einzelwahlvorschlag Hertel,104,8,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Herzog,Einzelwahlvorschlag Herzog,72,5.6,0,0,0,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Krause,Einzelwahlvorschlag Krause,175,13.5,1,0,1,
Gemeindevertretung,120725204157,72,157,Ihlow,EB,EB Krüger,Einzelwahlvorschlag Krüger,148,11.4,1,0,1,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,14,x,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,14,100,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Wahlberechtigt,Wahlberechtigt,2608,100,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Wähler,Wähler,1918,73.5,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Wahlschein,Wahlschein,432,22.5,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Ungültig,Ungültig,33,1.7,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Gültig,Gültig,5587,97.1,,,,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,,Sitze,Sitze,14,x,14,1,16,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,P,AfD,Alternative für Deutschland,871,15.6,1,0,2,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,P,DIE LINKE,DIE LINKE,337,6,1,0,1,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,EB,EB Wilke,Einzelwahlvorschlag Wilke,361,6.5,1,0,1,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,WG,GNF,Gemeinsam für Niederer Fläming,2741,49.1,8,1,8,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,EB,EB Gottwald,Einzelwahlvorschlag Gottwald,620,11.1,1,0,2,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,EB,EB Grahl,Einzelwahlvorschlag Grahl,460,8.2,1,0,1,
Gemeindevertretung,120725204298,72,298,Niederer Fläming,EB,EB Noßmann,Einzelwahlvorschlag Noßmann,197,3.5,1,0,1,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,35,x,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,35,100,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Wahlberechtigt,Wahlberechtigt,11783,100,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Wähler,Wähler,8114,68.9,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Wahlschein,Wahlschein,2264,27.9,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Ungültig,Ungültig,153,1.9,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Gültig,Gültig,23502,96.5,,,,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",,Sitze,Sitze,22,x,22,6,22,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,2967,12.6,3,0,3,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,3659,15.6,3,0,3,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,AfD,Alternative für Deutschland,5998,25.5,6,2,6,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,DIE LINKE,DIE LINKE,2743,11.7,3,0,3,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1011,4.3,1,1,1,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",P,FDP,Freie Demokratische Partei,412,1.8,0,0,0,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",WG,BfVG,Bürgerbündnis Uckermark für Vernunft und Gerechtigkeit,493,2.1,0,0,0,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",WG,LBG Angermünde,Ländliche Bürgergemeinschaft Angermünde,2372,10.1,2,1,2,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",WG,FWG,Freie Wähler Gemeinschaft,2713,11.5,3,1,3,
Gemeindevertretung,120730008008,73,008,"Angermünde, Stadt",EB,EB Sommerschuh,Einzelwahlvorschlag Sommerschuh,1134,4.8,1,1,1,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,10,x,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,10,100,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Wahlberechtigt,Wahlberechtigt,2650,100,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Wähler,Wähler,1843,69.5,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Wahlschein,Wahlschein,423,23,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Ungültig,Ungültig,23,1.2,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Gültig,Gültig,5404,97.7,,,,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,,Sitze,Sitze,13,x,13,4,16,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,P,CDU,Christlich Demokratische Union Deutschlands,325,6,1,0,1,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,P,SPD,Sozialdemokratische Partei Deutschlands,484,9,1,1,1,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,P,AfD,Alternative für Deutschland,1065,19.7,1,0,3,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,434,8,1,0,1,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,WG,FWBL,Freie Wählervereinigung Boitzenburger Land,1227,22.7,4,1,4,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,WG,BlBL,Bündnis lebenswertes Boitzenburger Land,273,5.1,1,0,1,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,EB,EB Hass,Einzelwahlvorschlag Hass,74,1.4,0,0,0,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,EB,EB Hoppe,Einzelwahlvorschlag Hoppe,582,10.8,1,1,2,
Gemeindevertretung,120730069069,73,069,Boitzenburger Land,WG,WGLRBL,Wählergemeinschaft Ländlicher Raum Boitzenburger Land,940,17.4,3,1,3,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,6,x,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,6,100,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Wahlberechtigt,Wahlberechtigt,2707,100,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Wähler,Wähler,2009,74.2,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Wahlschein,Wahlschein,661,32.9,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Ungültig,Ungültig,30,1.5,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Gültig,Gültig,5888,97.7,,,,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",,Sitze,Sitze,14,x,14,5,16,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,716,12.2,2,0,2,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,699,11.9,2,0,2,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",P,AfD,Alternative für Deutschland,1119,19,1,0,3,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",WG,LTG,Lychen tut gut,1630,27.7,4,1,4,
Gemeindevertretung,120730384384,73,384,"Lychen, Stadt",WG,Wir für Lychen,Wir für Lychen,1724,29.3,5,4,5,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,15,x,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,15,100,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Wahlberechtigt,Wahlberechtigt,3616,100,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Wähler,Wähler,2730,75.5,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Wahlschein,Wahlschein,331,12.1,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Ungültig,Ungültig,43,1.6,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Gültig,Gültig,8002,97.7,,,,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,,Sitze,Sitze,16,x,16,4,16,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,P,CDU,Christlich Demokratische Union Deutschlands,930,11.6,2,0,2,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,P,SPD,Sozialdemokratische Partei Deutschlands,994,12.4,2,2,2,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,P,AfD,Alternative für Deutschland,2268,28.3,5,1,5,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,WG,BVB / FREIE WÄHLER,Brandenburgenburgische Vereinigte Bürgerbewegungen / Freie Wähler,213,2.7,0,0,0,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,WG,LADL,Leben auf dem Lande,1285,16.1,3,0,3,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,WG,FFW NWU,Anhänger der Freiwilligen Feuerwehren Nordwestuckermark,477,6,1,0,1,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,WG,Frischer Wind,Frischer Wind,650,8.1,1,0,1,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,EB,EB Winkler,Einzelwahlvorschlag Winkler,131,1.6,0,0,0,
Gemeindevertretung,120730429429,73,429,Nordwestuckermark,WG,Zukunft NWU,Zukunft Nordwestuckermark,1054,13.2,2,1,2,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,26,x,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,26,100,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Wahlberechtigt,Wahlberechtigt,15804,100,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Wähler,Wähler,9413,59.6,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Wahlschein,Wahlschein,2375,25.2,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Ungültig,Ungültig,198,2.1,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Gültig,Gültig,27285,96.6,,,,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",,Sitze,Sitze,28,x,28,6,28,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,6348,23.3,7,0,7,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,4167,15.3,4,1,4,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",P,AfD,Alternative für Deutschland,9903,36.3,10,4,10,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",P,DIE LINKE,DIE LINKE,2257,8.3,2,1,2,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",P,FDP,Freie Demokratische Partei,556,2,1,0,1,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",WG,BfVG,Bürgerbündnis Uckermark für Vernunft und Gerechtigkeit,650,2.4,1,0,1,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",WG,Wir Prenzlauer,"Unabhängige Wählerinitiative ""Wir Prenzlauer""",1767,6.5,2,0,2,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",WG,BF,Bürgerfraktion,1443,5.3,1,0,1,
Gemeindevertretung,120730452452,73,452,"Prenzlau, Stadt",EB,EB Scheffel,Einzelwahlvorschlag Scheffel,194,0.7,0,0,0,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,30,x,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,30,100,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Wahlberechtigt,Wahlberechtigt,13537,100,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Wähler,Wähler,9192,67.9,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Wahlschein,Wahlschein,2435,26.5,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Ungültig,Ungültig,192,2.1,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Gültig,Gültig,26812,97.2,,,,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",,Sitze,Sitze,28,x,28,6,28,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,5827,21.7,6,3,6,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,3604,13.4,4,2,4,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,AfD,Alternative für Deutschland,6697,25,7,0,7,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,DIE LINKE,DIE LINKE,2286,8.5,2,1,2,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,1399,5.2,1,0,1,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,FDP,Freie Demokratische Partei,484,1.8,1,0,1,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",WG,BfVG,Bürgerbündnis Uckermark für Vernunft und Gerechtigkeit,2316,8.6,2,0,2,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",474,1.8,1,0,1,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",WG,Uckermärker Heide,Uckermärker Heide,2651,9.9,3,0,3,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",WG,WBv,Wählergemeinschaft den Bürgern verpflichtet,856,3.2,1,0,1,
Gemeindevertretung,120730572572,73,572,"Templin, Stadt",EB,EB Hinz,Einzelwahlvorschlag Hinz,218,0.8,0,0,0,
Gemeindevertretung,120730579579,73,579,Uckerland,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,12,x,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,12,100,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Wahlberechtigt,Wahlberechtigt,2123,100,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Wähler,Wähler,1661,78.2,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Wahlschein,Wahlschein,364,21.9,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Ungültig,Ungültig,23,1.4,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Gültig,Gültig,4851,97.4,,,,
Gemeindevertretung,120730579579,73,579,Uckerland,,Sitze,Sitze,15,x,15,5,16,
Gemeindevertretung,120730579579,73,579,Uckerland,P,CDU,Christlich Demokratische Union Deutschlands,1338,27.6,5,0,5,
Gemeindevertretung,120730579579,73,579,Uckerland,P,SPD,Sozialdemokratische Partei Deutschlands,261,5.4,1,1,1,
Gemeindevertretung,120730579579,73,579,Uckerland,P,AfD,Alternative für Deutschland,982,20.2,3,1,3,
Gemeindevertretung,120730579579,73,579,Uckerland,P,DIE LINKE,DIE LINKE,203,4.2,1,1,1,
Gemeindevertretung,120730579579,73,579,Uckerland,P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,70,1.4,0,0,0,
Gemeindevertretung,120730579579,73,579,Uckerland,WG,Uckerländer,Uckerländer,716,14.8,2,0,2,
Gemeindevertretung,120730579579,73,579,Uckerland,EB,EB Barz,Einzelwahlvorschlag Barz,87,1.8,0,0,0,
Gemeindevertretung,120730579579,73,579,Uckerland,WG,Die Hetzdorfer,Die Hetzdorfer,412,8.5,1,1,1,
Gemeindevertretung,120730579579,73,579,Uckerland,EB,EB Glasow,Einzelwahlvorschlag Glasow,612,12.6,1,1,2,
Gemeindevertretung,120730579579,73,579,Uckerland,EB,EB Krieser,Einzelwahlvorschlag Krieser,121,2.5,1,0,1,
Gemeindevertretung,120730579579,73,579,Uckerland,EB,EB Westphal,Einzelwahlvorschlag Westphal,49,1,0,0,0,
Gemeindevertretung,120735051440,73,440,Pinnow,,Anzahl Wahlbezirke,Anzahl Wahlbezirke,2,x,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,2,100,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Wahlberechtigt,Wahlberechtigt,726,100,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Wähler,Wähler,553,76.2,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Wahlschein,Wahlschein,123,22.2,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Ungültig,Ungültig,11,2,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Gültig,Gültig,1617,97.5,,,,
Gemeindevertretung,120735051440,73,440,Pinnow,,Sitze,Sitze,10,x,10,2,10,
Gemeindevertretung,120735051440,73,440,Pinnow,WG,Liste für Pinnow,Liste für Pinnow,673,41.6,4,0,4,
Gemeindevertretung,120735051440,73,440,Pinnow,EB,Christin Beder,Einzelwahlvorschlag Christin Beder,87,5.4,0,0,0,
Gemeindevertretung,120735051440,73,440,Pinnow,WG,WfP,Wir für Pinnow,857,53,6,2,6,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,49,x,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,49,100,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Wahlberechtigt,Wahlberechtigt,29337,100,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Wähler,Wähler,17502,59.7,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Wahlschein,Wahlschein,4363,24.9,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Ungültig,Ungültig,293,1.7,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Gültig,Gültig,51042,97.2,,,,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",,Sitze,Sitze,32,x,32,9,32,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,7668,15,5,1,5,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,12771,25,8,3,8,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,AfD,Alternative für Deutschland,14832,29.1,9,2,9,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,DIE LINKE,DIE LINKE,1952,3.8,1,1,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,GRÜNE/B 90,BÜNDNIS 90/DIE GRÜNEN,892,1.7,1,1,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,BVB / FREIE WÄHLER,Brandenburger Vereinigte Bürgerbewegungen / Freie Wähler,5305,10.4,3,0,3,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,FDP,Freie Demokratische Partei,1657,3.2,1,0,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,HEIMAT,Die Heimat,223,0.4,0,0,0,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,BfVG,Bürgerbündnis Uckermark für Vernunft und Gerechtigkeit,2138,4.2,1,0,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",P,Die PARTEI,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",995,1.9,1,0,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,UBG,Unabhängige Bürgergemeinschaft,640,1.3,0,0,0,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,BuLi,Bunte Liste,314,0.6,0,0,0,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,Allianz für Schwedt,Allianz für Schwedt,946,1.9,1,1,1,
Gemeindevertretung,120735051532,73,532,"Schwedt/Oder, Stadt",WG,miteinander füreinander,Schwedter Menschen miteinander füreinander,709,1.4,1,0,1,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Anzahl Wahlbezirke,Anzahl Wahlbezirke,6,x,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Ausgezählte Wahlbezirke,Ausgezählte Wahlbezirke,6,100,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Wahlberechtigt,Wahlberechtigt,1580,100,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Wähler,Wähler,995,63,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Wahlschein,Wahlschein,226,22.7,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Ungültig,Ungültig,17,1.7,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Gültig,Gültig,2895,97,,,,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",,Sitze,Sitze,12,x,12,2,12,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",P,CDU,Christlich Demokratische Union Deutschlands,1072,37,4,1,4,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",P,SPD,Sozialdemokratische Partei Deutschlands,130,4.5,1,0,1,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",P,AfD,Alternative für Deutschland,633,21.9,3,1,3,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",WG,BLR,Bauern-Ländlicher Raum,167,5.8,1,0,1,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",EB,EB Glowe,Einzelwahlvorschlag Glowe,280,9.7,1,0,1,
Gemeindevertretung,120735303085,73,085,"Brüssow, Stadt",EB,EB Hube,Einzelwahlvorschlag Hube,76,2.6,0,0,0,
